"https://www.google.ru/imghp?hl=ru&tab=wi",200
"https://maps.google.ru/maps?hl=ru&tab=wl",200
"https://play.google.com/?hl=ru&tab=w8",200
"https://www.youtube.com/?gl=RU&tab=w1",200
"https://news.google.ru/nwshp?hl=ru&tab=wn",200
"https://mail.google.com/mail/?tab=wm",200
"https://drive.google.com/?tab=wo",200
"https://www.google.ru/intl/ru/about/products?tab=wh",200
"http://www.google.ru/history/optout?hl=ru",200
"https://www.google.ru/preferences?hl=ru",200
"https://accounts.google.com/ServiceLogin?hl=ru&passive=true&continue=https://www.google.ru/",200
"https://www.google.ru/advanced_search?hl=ru&authuser=0",200
"https://www.google.ru/intl/ru/ads/",200
"http://www.google.ru/intl/ru/services/",200
"https://plus.google.com/108954345031389568444",200
"https://www.google.ru/intl/ru/about.html",200
"https://www.google.ru/setprefdomain?prefdom=US&sig=K_WsTkNksaE262DkVlYHVm3S7UAtE%3D",200
"https://www.google.ru/intl/ru/policies/privacy/",200
"https://www.google.ru/intl/ru/policies/terms/",200
"https://www.google.ru/language_tools?hl=ru&authuser=0",500
"https://www.google.ru/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png",500
"https://www.google.ru/textinputassistant/tia.png",500
